meta_analysis_id,study_id,author,year,journal,pmid,country,intervention,intervention_dose,comparator,n_intervention,n_comparator,outcome_type,events_intervention,events_comparator,mean_intervention,sd_intervention,mean_comparator,sd_comparator,hazard_ratio,hr_ci_lower,hr_ci_upper,follow_up_months,age_mean,age_sd,percent_male,percent_white,disease_severity,comorbidities,rob_random_sequence,rob_allocation_concealment,rob_blinding_participants,rob_blinding_outcome,rob_incomplete_outcome,rob_selective_reporting,rob_other_bias,rob_overall,industry_funding,multi_center,therapeutic_area,disease_indication,intervention_class,outcome_measure
CMETA008,RCT083,Cruz,2021,Am J Respir Crit Care Med,32567890,Canada,Glycopyrronium,50mcg daily,Placebo,985,978,continuous,,,245.3,69.8,292.6,73.5,,,,12,65.7,9.8,70,72,Moderate-severe COPD,FEV1 35-60%,low,low,unclear,low,low,low,low,unclear,yes,yes,Pulmonology,COPD,LAMA,Annual exacerbations
CMETA008,RCT084,Flores,2020,Eur Respir J,31678901,Australia,Glycopyrronium,50mcg daily,Placebo,1125,1118,continuous,,,240.1,70.2,286.5,74.8,,,,12,66.9,9.5,71,76,Moderate-severe COPD,FEV1 40-65%,low,low,low,low,low,low,low,low,yes,yes,Pulmonology,COPD,LAMA,Annual exacerbations
CMETA008,RCT085,Ramos,2018,Respir Med,29789012,Germany,Umeclidinium,62.5mcg daily,Placebo,865,858,continuous,,,247.8,68.7,291.3,72.9,,,,12,65.2,10.3,69,80,Moderate-severe COPD,FEV1 40-60%,low,unclear,low,low,low,low,low,unclear,yes,yes,Pulmonology,COPD,LAMA,Annual exacerbations
CMETA008,RCT086,Torres,2021,Int J Chron Obstruct Pulmon Dis,32890123,Spain,Umeclidinium,62.5mcg daily,Placebo,1045,1038,continuous,,,243.6,71.3,289.7,75.1,,,,12,64.5,9.7,73,74,Moderate-severe COPD,FEV1 35-65%,low,low,low,low,low,low,low,low,yes,yes,Pulmonology,COPD,LAMA,Annual exacerbations
CMETA008,RCT087,Vargas,2019,Respir Res,30901234,France,Aclidinium,400mcg BID,Placebo,725,718,continuous,,,249.2,69.5,293.8,73.6,,,,12,66.1,9.9,70,77,Moderate-severe COPD,FEV1 40-65%,low,low,unclear,low,low,low,low,unclear,yes,yes,Pulmonology,COPD,LAMA,Annual exacerbations
CMETA008,RCT088,Mendoza,2020,COPD,31012345,Italy,Aclidinium,400mcg BID,Placebo,945,938,continuous,,,244.7,70.8,288.9,74.3,,,,12,65.8,10.1,72,75,Moderate-severe COPD,FEV1 35-60%,low,low,low,low,low,low,low,low,yes,yes,Pulmonology,COPD,LAMA,Annual exacerbations
CMETA008,RCT089,Castillo,2018,Pulm Pharmacol Ther,29123456,Netherlands,Revefenacin,175mcg daily,Placebo,585,578,continuous,,,246.5,68.9,290.2,72.7,,,,12,66.7,9.3,71,79,Moderate-severe COPD,FEV1 40-65%,low,low,low,low,low,low,low,low,yes,yes,Pulmonology,COPD,LAMA,Annual exacerbations
CMETA008,RCT090,Morales,2021,Ther Adv Respir Dis,32234567,Belgium,Tiotropium+Olodaterol,5/5mcg daily,Placebo,1365,1358,continuous,,,236.3,69.7,284.1,73.8,,,,12,65.4,9.6,69,76,Moderate-severe COPD,FEV1 35-65%,low,unclear,low,low,low,low,low,unclear,yes,yes,Pulmonology,COPD,LAMA/LABA combo,Annual exacerbations
CMETA009,RCT091,Henderson,2019,Headache,30234567,USA,Erenumab,70mg monthly,Placebo,445,442,continuous,,,8.2,3.5,12.8,4.1,,,,12,42.5,12.3,18,72,Chronic migraine,≥15 days/month,low,low,low,low,low,low,low,low,yes,yes,Neurology,Chronic migraine,CGRP mAb,Monthly migraine days
CMETA009,RCT092,Patterson,2020,Lancet Neurol,31345678,UK,Erenumab,70mg monthly,Placebo,525,522,continuous,,,7.9,3.8,13.2,4.3,,,,12,40.8,13.1,22,68,Chronic migraine,≥15 days/month,low,low,low,low,low,low,low,low,yes,yes,Neurology,Chronic migraine,CGRP mAb,Monthly migraine days
CMETA009,RCT093,Simmons,2018,JAMA Neurol,29456789,Canada,Fremanezumab,225mg monthly,Placebo,485,482,continuous,,,8.5,3.6,13.5,4.2,,,,12,41.9,12.8,20,70,Chronic migraine,≥15 days/month,low,low,unclear,low,low,low,low,unclear,yes,yes,Neurology,Chronic migraine,CGRP mAb,Monthly migraine days
CMETA009,RCT094,Barnes,2021,Neurology,32567890,Australia,Fremanezumab,225mg monthly,Placebo,365,362,continuous,,,7.7,3.9,12.9,4.4,,,,12,43.2,11.9,19,69,Chronic migraine,≥15 days/month,low,low,low,low,low,low,low,low,yes,yes,Neurology,Chronic migraine,CGRP mAb,Monthly migraine days
CMETA009,RCT095,Coleman,2019,Cephalalgia,30678901,Germany,Galcanezumab,120mg monthly,Placebo,545,542,continuous,,,8.1,3.7,13.3,4.1,,,,12,42.8,12.5,21,73,Chronic migraine,≥15 days/month,low,unclear,low,low,low,low,low,unclear,yes,yes,Neurology,Chronic migraine,CGRP mAb,Monthly migraine days
CMETA009,RCT096,Ross,2020,J Headache Pain,31789012,France,Galcanezumab,120mg monthly,Placebo,425,422,continuous,,,7.8,3.5,12.7,4.3,,,,12,41.3,13.2,23,71,Chronic migraine,≥15 days/month,low,low,low,low,low,low,low,low,yes,yes,Neurology,Chronic migraine,CGRP mAb,Monthly migraine days
CMETA009,RCT097,Henderson,2018,Headache Med,29890123,Spain,Eptinezumab,100mg Q12W,Placebo,325,322,continuous,,,8.4,3.8,13.1,4.2,,,,12,40.6,12.9,20,69,Chronic migraine,≥15 days/month,low,low,unclear,low,low,low,low,unclear,yes,yes,Neurology,Chronic migraine,CGRP mAb,Monthly migraine days
CMETA009,RCT098,Reynolds,2021,CNS Drugs,32901234,Italy,Eptinezumab,100mg Q12W,Placebo,285,282,continuous,,,7.6,3.6,12.5,4.4,,,,12,42.1,12.1,22,70,Chronic migraine,≥15 days/month,low,low,low,low,low,low,low,low,yes,yes,Neurology,Chronic migraine,CGRP mAb,Monthly migraine days
CMETA009,RCT099,Fisher,2019,Drugs,30012345,Japan,Botulinum toxin A,155U Q12W,Placebo,625,622,continuous,,,9.2,3.9,13.9,4.3,,,,12,43.8,11.7,15,85,Chronic migraine,≥15 days/month,low,low,low,low,low,low,low,low,no,yes,Neurology,Chronic migraine,Botulinum toxin,Monthly migraine days
CMETA009,RCT100,Ford,2020,Toxicon,31123456,South Korea,Botulinum toxin A,155U Q12W,Placebo,485,482,continuous,,,8.9,4.1,13.6,4.5,,,,12,42.4,12.3,17,83,Chronic migraine,≥15 days/month,low,unclear,low,low,low,low,low,unclear,no,yes,Neurology,Chronic migraine,Botulinum toxin,Monthly migraine days
CMETA010,RCT101,Wells,2020,J Am Acad Dermatol,31234567,USA,Dupilumab,300mg Q2W,Placebo,485,482,binary,342,168,,,,,,,,,16,38.5,14.2,62,68,Moderate-severe AD,EASI ≥16,low,low,low,low,low,low,low,low,yes,yes,Dermatology,Atopic dermatitis,IL-4/13 inhibitor,EASI-75
CMETA010,RCT102,Stone,2019,Lancet,30345678,UK,Dupilumab,300mg Q2W,Placebo,625,622,binary,452,218,,,,,,,,,16,36.8,15.3,58,72,Moderate-severe AD,EASI ≥16,low,low,low,low,low,low,low,low,yes,yes,Dermatology,Atopic dermatitis,IL-4/13 inhibitor,EASI-75
CMETA010,RCT103,Hunt,2021,NEJM,32456789,Canada,Dupilumab,300mg Q2W,Placebo,545,542,binary,388,195,,,,,,,,,16,39.2,13.8,60,70,Moderate-severe AD,EASI ≥20,low,low,unclear,low,low,low,low,unclear,yes,yes,Dermatology,Atopic dermatitis,IL-4/13 inhibitor,EASI-75
CMETA010,RCT104,Price,2020,Br J Dermatol,31567890,Australia,Dupilumab,300mg Q2W,Placebo,425,422,binary,305,152,,,,,,,,,16,37.6,14.5,59,69,Moderate-severe AD,EASI ≥16,low,low,low,low,low,low,low,low,yes,yes,Dermatology,Atopic dermatitis,IL-4/13 inhibitor,EASI-75
CMETA010,RCT105,Long,2018,Am J Clin Dermatol,29678901,Germany,Tralokinumab,300mg Q2W,Placebo,365,362,binary,248,125,,,,,,,,,16,40.1,13.3,61,71,Moderate-severe AD,EASI ≥16,low,unclear,low,low,low,low,low,unclear,yes,yes,Dermatology,Atopic dermatitis,IL-13 inhibitor,EASI-75
CMETA010,RCT106,Webb,2021,JAMA Dermatol,32789012,France,Tralokinumab,300mg Q2W,Placebo,445,442,binary,318,158,,,,,,,,,16,38.9,14.8,57,73,Moderate-severe AD,EASI ≥20,low,low,low,low,low,low,low,low,yes,yes,Dermatology,Atopic dermatitis,IL-13 inhibitor,EASI-75
CMETA010,RCT107,Page,2019,Dermatol Ther,30890123,Spain,Upadacitinib,15mg daily,Placebo,325,322,binary,242,105,,,,,,,,,16,39.5,13.9,59,69,Moderate-severe AD,EASI ≥16,low,low,unclear,low,low,low,low,unclear,yes,yes,Dermatology,Atopic dermatitis,JAK inhibitor,EASI-75
CMETA010,RCT108,Knight,2020,Acta Derm Venereol,31901234,Italy,Upadacitinib,15mg daily,Placebo,285,282,binary,212,92,,,,,,,,,16,37.2,15.2,61,70,Moderate-severe AD,EASI ≥20,low,low,low,low,low,low,low,low,yes,yes,Dermatology,Atopic dermatitis,JAK inhibitor,EASI-75
CMETA010,RCT109,Ward,2021,J Eur Acad Dermatol Venereol,32012345,Netherlands,Abrocitinib,100mg daily,Placebo,385,382,binary,278,128,,,,,,,,,16,40.3,12.8,58,72,Moderate-severe AD,EASI ≥16,low,low,low,low,low,low,low,low,yes,yes,Dermatology,Atopic dermatitis,JAK inhibitor,EASI-75
CMETA010,RCT110,Butler,2020,Allergy,31123456,Belgium,Abrocitinib,100mg daily,Placebo,285,282,binary,205,98,,,,,,,,,16,38.6,14.1,60,68,Moderate-severe AD,EASI ≥16,low,unclear,low,low,low,low,low,unclear,yes,yes,Dermatology,Atopic dermatitis,JAK inhibitor,EASI-75
CMETA011,RCT111,Russell,2019,BMJ,30234567,USA,Aspirin,75mg daily,Placebo,6285,6278,binary,485,628,,,,,,,,,60,66.3,9.8,48,72,Primary prevention,CVD risk high,low,low,low,low,low,low,low,low,no,yes,Cardiology,Primary prevention,Antiplatelet,CV death+MI+stroke
CMETA011,RCT112,Dixon,2020,NEJM,31345678,UK,Aspirin,75mg daily,Placebo,8456,8448,binary,658,852,,,,,,,,,60,64.8,10.5,52,68,Primary prevention,CVD risk high,low,low,low,low,low,low,low,low,no,yes,Cardiology,Primary prevention,Antiplatelet,CV death+MI+stroke
CMETA011,RCT113,Holmes,2018,Lancet,29456789,Canada,Aspirin,100mg daily,Placebo,5128,5122,binary,398,512,,,,,,,,,60,67.1,9.2,49,70,Primary prevention,CVD risk high,low,low,unclear,low,low,low,low,unclear,no,yes,Cardiology,Primary prevention,Antiplatelet,CV death+MI+stroke
CMETA011,RCT114,Palmer,2021,Circulation,32567890,Australia,Aspirin,100mg daily,Placebo,9785,9778,binary,762,985,,,,,,,,,60,65.5,10.1,51,69,Primary prevention,CVD risk high,low,low,low,low,low,low,low,low,no,yes,Cardiology,Primary prevention,Antiplatelet,CV death+MI+stroke
CMETA011,RCT115,Grant,2019,JAMA,30678901,Germany,Aspirin,100mg daily,Placebo,7245,7238,binary,568,728,,,,,,,,,60,66.7,9.6,50,71,Primary prevention,CVD risk moderate,low,unclear,low,low,low,low,low,unclear,no,yes,Cardiology,Primary prevention,Antiplatelet,CV death+MI+stroke
CMETA011,RCT116,Ellis,2020,Eur Heart J,31789012,France,Aspirin,75mg daily,Placebo,6842,6835,binary,532,685,,,,,,,,,60,65.2,10.3,53,70,Primary prevention,CVD risk moderate,low,low,low,low,low,low,low,low,no,yes,Cardiology,Primary prevention,Antiplatelet,CV death+MI+stroke
CMETA011,RCT117,Shaw,2018,Am Heart J,29890123,Spain,Aspirin,100mg daily,Placebo,5568,5562,binary,425,548,,,,,,,,,60,67.8,9.4,48,73,Primary prevention,CVD risk high,low,low,unclear,low,low,low,low,unclear,no,yes,Cardiology,Primary prevention,Antiplatelet,CV death+MI+stroke
CMETA011,RCT118,Owen,2021,J Am Coll Cardiol,32901234,Italy,Aspirin,100mg daily,Placebo,8925,8918,binary,692,895,,,,,,,,,60,64.3,10.7,52,69,Primary prevention,CVD risk moderate,low,low,low,low,low,low,low,low,no,yes,Cardiology,Primary prevention,Antiplatelet,CV death+MI+stroke
CMETA011,RCT119,Porter,2019,Trials,30012345,Netherlands,Aspirin,75mg daily,Placebo,4285,4278,binary,332,428,,,,,,,,,60,66.9,9.9,49,72,Primary prevention,CVD risk high,low,low,low,low,low,low,low,low,no,yes,Cardiology,Primary prevention,Antiplatelet,CV death+MI+stroke
CMETA011,RCT120,Hunter,2020,Contemp Clin Trials,31123456,Sweden,Aspirin,100mg daily,Placebo,7658,7652,binary,598,768,,,,,,,,,60,65.8,10.2,51,70,Primary prevention,CVD risk moderate,low,unclear,low,low,low,low,low,unclear,no,yes,Cardiology,Primary prevention,Antiplatelet,CV death+MI+stroke
CMETA012,RCT121,Lee,2023,Chest,27763700,Sweden,Atorvastatin,20mg daily,Placebo,10730,9486,binary,726,906,,,,,,,,24,71.7,9.3,63,67,Moderate,COPD,low,low,low,low,low,low,unclear,unclear,no,yes,Cardiology,CV prevention,Statin,Major CV events
CMETA012,RCT122,Walker,2021,Thorax,29079762,Sweden,Atorvastatin,20mg daily,Placebo,10221,9529,binary,694,794,,,,,,,,24,67.0,13.0,54,60,Moderate-severe,Diabetes,low,low,low,low,low,unclear,low,unclear,no,yes,Cardiology,CV prevention,Statin,Major CV events
CMETA012,RCT123,White,2015,Eur Heart J,31780714,Italy,Atorvastatin,20mg daily,Placebo,5505,8231,binary,511,1049,,,,,,,,24,68.8,13.4,51,66,Mild,CKD,low,low,low,low,low,low,low,low,no,yes,Cardiology,CV prevention,Statin,Major CV events
CMETA012,RCT124,Jones,2016,Arthritis Rheumatol,30857072,Belgium,Atorvastatin,20mg daily,Placebo,8254,9437,binary,674,1083,,,,,,,,24,65.9,12.7,50,69,Moderate,COPD,low,low,low,low,low,low,unclear,unclear,no,yes,Cardiology,CV prevention,Statin,Major CV events
CMETA012,RCT125,Rodriguez,2016,Thorax,27893741,Sweden,Atorvastatin,20mg daily,Placebo,10984,8454,binary,1108,1179,,,,,,,,12,66.8,10.6,53,80,Moderate-severe,Diabetes,low,low,low,low,low,low,low,low,no,yes,Cardiology,CV prevention,Statin,Major CV events
CMETA012,RCT126,Thomas,2015,Ann Intern Med,28290628,Canada,Atorvastatin,20mg daily,Placebo,2017,10776,binary,161,1135,,,,,,,,24,68.8,11.8,64,68,Mild,HTN,low,low,low,low,low,low,low,low,yes,yes,Cardiology,CV prevention,Statin,Major CV events
CMETA012,RCT127,Wilson,2021,Chest,28268725,Sweden,Atorvastatin,20mg daily,Placebo,8868,10853,binary,567,988,,,,,,,,12,71.2,11.0,62,73,Moderate-severe,None,low,low,low,low,low,low,low,low,yes,yes,Cardiology,CV prevention,Statin,Major CV events
CMETA012,RCT128,Allen,2022,BMJ,27943671,Belgium,Atorvastatin,20mg daily,Placebo,10490,11988,binary,1023,1437,,,,,,,,24,65.5,12.9,47,82,Moderate,None,low,low,low,low,low,low,low,low,yes,yes,Cardiology,CV prevention,Statin,Major CV events
CMETA012,RCT129,Lopez,2019,Thorax,27531697,Belgium,Atorvastatin,20mg daily,Placebo,4608,10762,binary,326,948,,,,,,,,24,67.7,10.7,49,70,Moderate-severe,COPD,low,low,low,low,low,low,low,low,no,no,Cardiology,CV prevention,Statin,Major CV events
CMETA012,RCT130,White,2019,Pain,34934055,South Korea,Atorvastatin,20mg daily,Placebo,5279,7375,binary,374,679,,,,,,,,24,69.0,10.3,56,77,Moderate-severe,COPD,low,low,low,low,low,low,low,low,yes,yes,Cardiology,CV prevention,Statin,Major CV events
CMETA012,RCT131,Martin,2017,Am J Psychiatry,32010557,Canada,Atorvastatin,20mg daily,Placebo,11942,3467,binary,1421,493,,,,,,,,24,70.1,11.8,67,76,Severe,HTN,low,low,low,low,low,low,low,low,yes,yes,Cardiology,CV prevention,Statin,Major CV events
CMETA012,RCT132,Robinson,2021,Pain,27825439,Sweden,Atorvastatin,20mg daily,Placebo,7714,5077,binary,621,560,,,,,,,,12,67.8,10.5,67,76,Moderate,CKD,low,low,low,low,low,low,low,low,no,yes,Cardiology,CV prevention,Statin,Major CV events
CMETA013,RCT133,Jackson,2020,NEJM,34654087,Italy,Simvastatin,40mg daily,Placebo,7204,8816,binary,810,1246,,,,,,,,24,72.0,13.7,46,72,Moderate-severe,Diabetes,low,low,low,low,low,low,low,low,yes,yes,Cardiology,CV prevention,Statin,Major CV events
CMETA013,RCT134,Thomas,2019,Circulation,28982548,France,Simvastatin,40mg daily,Placebo,9408,3562,binary,842,446,,,,,,,,24,70.8,9.7,57,83,Moderate-severe,CVD,low,low,low,low,low,low,low,low,yes,yes,Cardiology,CV prevention,Statin,Major CV events
CMETA013,RCT135,Davis,2020,Ann Intern Med,30995845,Australia,Simvastatin,40mg daily,Placebo,8707,9951,binary,688,1020,,,,,,,,24,67.0,12.8,73,62,Moderate-severe,COPD,low,low,low,low,low,low,low,low,yes,no,Cardiology,CV prevention,Statin,Major CV events
CMETA013,RCT136,Miller,2016,BMJ,28270482,USA,Simvastatin,40mg daily,Placebo,2905,8765,binary,246,833,,,,,,,,12,66.8,13.4,58,66,Severe,HTN,low,low,low,low,low,low,low,low,yes,yes,Cardiology,CV prevention,Statin,Major CV events
CMETA013,RCT137,Jackson,2017,Pain,32809455,Germany,Simvastatin,40mg daily,Placebo,4806,2647,binary,575,386,,,,,,,,12,69.0,11.3,47,75,Moderate,Diabetes+HTN,low,low,low,low,low,low,low,low,no,yes,Cardiology,CV prevention,Statin,Major CV events
CMETA013,RCT138,Brown,2017,BMJ,30800789,Canada,Simvastatin,40mg daily,Placebo,4786,2628,binary,413,315,,,,,,,,24,64.1,13.9,56,68,Moderate,COPD,low,low,low,low,low,low,low,low,yes,yes,Cardiology,CV prevention,Statin,Major CV events
CMETA013,RCT139,Martin,2016,JAMA Psychiatry,27343468,Italy,Simvastatin,40mg daily,Placebo,9781,8034,binary,1094,1194,,,,,,,,12,66.6,10.2,63,77,Severe,Diabetes+HTN,unclear,low,low,low,low,low,low,unclear,yes,no,Cardiology,CV prevention,Statin,Major CV events
CMETA013,RCT140,Rodriguez,2018,NEJM,34218766,Netherlands,Simvastatin,40mg daily,Placebo,9396,8109,binary,1198,1144,,,,,,,,24,67.6,13.5,52,84,Moderate,Diabetes+HTN,low,low,low,low,low,low,low,low,no,yes,Cardiology,CV prevention,Statin,Major CV events
CMETA013,RCT141,Jones,2015,BMJ,34154682,USA,Simvastatin,40mg daily,Placebo,6484,3276,binary,572,324,,,,,,,,12,69.5,11.7,54,68,Moderate,None,low,low,low,low,low,low,low,low,no,no,Cardiology,CV prevention,Statin,Major CV events
CMETA013,RCT142,Clark,2020,Lancet,34877391,UK,Simvastatin,40mg daily,Placebo,5004,9500,binary,472,1014,,,,,,,,12,65.8,9.6,55,68,Mild,HTN,low,low,low,low,low,low,low,low,yes,yes,Cardiology,CV prevention,Statin,Major CV events
CMETA014,RCT143,Thompson,2015,Chest,30406647,Belgium,Rosuvastatin,10mg daily,Placebo,2550,2035,binary,197,194,,,,,,,,12,67.2,12.6,60,64,Mild,Diabetes,low,low,low,low,low,low,low,low,yes,yes,Cardiology,CV prevention,Statin,Major CV events
CMETA014,RCT144,Martin,2018,NEJM,33857110,France,Rosuvastatin,10mg daily,Placebo,5520,11754,binary,505,1510,,,,,,,,12,64.2,11.0,48,75,Mild,Diabetes+HTN,low,low,low,low,low,low,low,low,yes,no,Cardiology,CV prevention,Statin,Major CV events
CMETA014,RCT145,Martinez,2019,JAMA Psychiatry,30251992,China,Rosuvastatin,10mg daily,Placebo,4573,11934,binary,399,1386,,,,,,,,12,69.9,12.4,69,71,Severe,None,low,low,low,low,low,unclear,low,unclear,yes,yes,Cardiology,CV prevention,Statin,Major CV events
CMETA014,RCT146,Smith,2016,JAMA Psychiatry,33425807,China,Rosuvastatin,10mg daily,Placebo,3611,4376,binary,448,618,,,,,,,,12,70.3,13.2,52,82,Mild,CVD,low,low,low,low,low,low,low,low,no,no,Cardiology,CV prevention,Statin,Major CV events
CMETA014,RCT147,Williams,2016,Ann Intern Med,27184702,UK,Rosuvastatin,10mg daily,Placebo,7320,4584,binary,808,616,,,,,,,,24,69.9,12.2,69,65,Moderate-severe,None,unclear,low,low,low,low,low,low,unclear,no,no,Cardiology,CV prevention,Statin,Major CV events
CMETA014,RCT148,Rodriguez,2018,JAMA Psychiatry,32632777,France,Rosuvastatin,10mg daily,Placebo,10307,5771,binary,661,520,,,,,,,,12,70.6,10.0,59,75,Mild,CKD,low,low,low,low,low,low,low,low,yes,yes,Cardiology,CV prevention,Statin,Major CV events
CMETA014,RCT149,Moore,2015,Am J Psychiatry,28950133,UK,Rosuvastatin,10mg daily,Placebo,6382,2945,binary,581,314,,,,,,,,12,67.1,10.8,72,79,Moderate,COPD,low,low,low,low,low,low,low,low,yes,yes,Cardiology,CV prevention,Statin,Major CV events
CMETA014,RCT150,Harris,2020,JAMA Psychiatry,27429106,Netherlands,Rosuvastatin,10mg daily,Placebo,3474,7421,binary,363,1103,,,,,,,,24,69.8,11.3,69,81,Moderate-severe,COPD,low,low,low,low,low,low,low,low,yes,no,Cardiology,CV prevention,Statin,Major CV events
CMETA015,RCT151,Miller,2022,JAMA Psychiatry,29214778,Spain,Fluoxetine,20mg daily,Placebo,537,479,binary,195,137,,,,,,,,12,43.2,12.1,42,60,Severe,CKD,low,low,high,low,low,low,low,high,no,yes,Psychiatry,Major depression,SSRI,Response rate
CMETA015,RCT152,Thomas,2022,Arthritis Rheumatol,32991208,Japan,Fluoxetine,20mg daily,Placebo,383,783,binary,268,338,,,,,,,,24,51.7,9.9,49,69,Moderate,CKD,low,low,low,low,low,low,low,low,yes,yes,Psychiatry,Major depression,SSRI,Response rate
CMETA015,RCT153,Clark,2017,JAMA,33847580,China,Fluoxetine,20mg daily,Placebo,487,376,binary,192,111,,,,,,,,12,46.9,9.8,30,73,Moderate-severe,COPD,low,low,low,unclear,low,low,low,unclear,no,yes,Psychiatry,Major depression,SSRI,Response rate
CMETA015,RCT154,Johnson,2021,JAMA,34772716,Netherlands,Fluoxetine,20mg daily,Placebo,324,381,binary,165,130,,,,,,,,24,41.1,10.6,31,62,Moderate-severe,Diabetes+HTN,low,low,low,low,low,low,low,low,yes,yes,Psychiatry,Major depression,SSRI,Response rate
CMETA015,RCT155,Rodriguez,2018,JAMA,33862962,Sweden,Fluoxetine,20mg daily,Placebo,726,393,binary,419,144,,,,,,,,24,43.7,10.8,30,64,Severe,Diabetes+HTN,low,low,unclear,low,low,low,low,unclear,no,yes,Psychiatry,Major depression,SSRI,Response rate
CMETA015,RCT156,Hernandez,2017,Eur Heart J,34760765,Germany,Fluoxetine,20mg daily,Placebo,645,589,binary,258,183,,,,,,,,12,42.3,10.3,47,66,Moderate,HTN,low,low,low,low,low,low,low,low,no,yes,Psychiatry,Major depression,SSRI,Response rate
CMETA015,RCT157,Moore,2018,Ann Intern Med,27026075,South Korea,Fluoxetine,20mg daily,Placebo,705,475,binary,366,164,,,,,,,,12,53.9,13.5,36,64,Moderate,COPD,low,low,low,low,low,low,low,low,no,no,Psychiatry,Major depression,SSRI,Response rate
CMETA015,RCT158,Lewis,2019,Thorax,30108746,South Korea,Fluoxetine,20mg daily,Placebo,395,772,binary,225,336,,,,,,,,12,38.8,10.3,44,79,Moderate,CKD,low,low,low,low,low,low,low,low,no,no,Psychiatry,Major depression,SSRI,Response rate
CMETA015,RCT159,Walker,2017,Arthritis Rheumatol,32912751,Japan,Fluoxetine,20mg daily,Placebo,271,330,binary,102,95,,,,,,,,24,43.3,12.8,50,61,Severe,CKD,low,unclear,low,low,low,low,low,unclear,yes,yes,Psychiatry,Major depression,SSRI,Response rate
CMETA015,RCT160,Davis,2019,Lancet,30215839,China,Fluoxetine,20mg daily,Placebo,595,675,binary,293,238,,,,,,,,24,38.7,13.9,44,60,Moderate-severe,Diabetes+HTN,low,low,low,low,low,low,low,low,yes,yes,Psychiatry,Major depression,SSRI,Response rate
CMETA015,RCT161,Lewis,2019,Arthritis Rheumatol,27820009,China,Fluoxetine,20mg daily,Placebo,670,332,binary,248,83,,,,,,,,12,39.3,13.1,43,76,Mild,CVD,low,low,low,low,low,low,low,low,no,yes,Psychiatry,Major depression,SSRI,Response rate
CMETA015,RCT162,Martinez,2019,NEJM,30351820,Canada,Fluoxetine,20mg daily,Placebo,332,471,binary,134,148,,,,,,,,24,35.9,9.5,31,70,Moderate-severe,COPD,low,low,low,low,unclear,low,low,unclear,no,yes,Psychiatry,Major depression,SSRI,Response rate
CMETA015,RCT163,Rodriguez,2017,Ann Intern Med,32430428,Australia,Fluoxetine,20mg daily,Placebo,214,281,binary,68,71,,,,,,,,24,38.7,12.2,32,70,Mild,None,low,low,low,low,low,high,low,high,yes,yes,Psychiatry,Major depression,SSRI,Response rate
CMETA015,RCT164,Martinez,2018,Chest,31927929,Germany,Fluoxetine,20mg daily,Placebo,591,337,binary,298,134,,,,,,,,12,53.2,12.4,33,85,Moderate-severe,Diabetes,low,low,low,low,low,low,low,low,no,yes,Psychiatry,Major depression,SSRI,Response rate
CMETA015,RCT165,Hernandez,2019,JAMA Psychiatry,32621170,Netherlands,Fluoxetine,20mg daily,Placebo,623,795,binary,285,301,,,,,,,,12,36.7,13.0,46,73,Moderate,Diabetes+HTN,low,low,low,low,low,low,low,low,yes,yes,Psychiatry,Major depression,SSRI,Response rate
CMETA016,RCT166,Martinez,2019,Pain,30998460,France,Sertraline,50mg daily,Placebo,190,549,binary,79,175,,,,,,,,24,40.4,12.7,42,85,Mild,HTN,low,low,low,low,low,low,low,low,no,yes,Psychiatry,Major depression,SSRI,Response rate
CMETA016,RCT167,Lewis,2016,JAMA Psychiatry,31590195,Italy,Sertraline,50mg daily,Placebo,315,454,binary,194,178,,,,,,,,24,54.6,10.1,42,64,Moderate,HTN,low,low,low,low,low,low,low,low,yes,yes,Psychiatry,Major depression,SSRI,Response rate
CMETA016,RCT168,Williams,2023,Pain,29903967,UK,Sertraline,50mg daily,Placebo,636,390,binary,245,111,,,,,,,,12,36.9,11.8,47,60,Moderate,None,low,low,low,low,low,low,low,low,no,yes,Psychiatry,Major depression,SSRI,Response rate
CMETA016,RCT169,Lewis,2017,JAMA,27355872,Spain,Sertraline,50mg daily,Placebo,179,654,binary,104,260,,,,,,,,12,53.1,9.8,31,81,Mild,CVD,low,low,low,low,low,low,low,low,yes,no,Psychiatry,Major depression,SSRI,Response rate
CMETA016,RCT170,Rodriguez,2020,Pain,32138163,Canada,Sertraline,50mg daily,Placebo,418,552,binary,171,186,,,,,,,,12,52.9,10.2,34,66,Moderate,CKD,low,low,low,low,low,low,low,low,no,yes,Psychiatry,Major depression,SSRI,Response rate
CMETA016,RCT171,Martinez,2018,Thorax,27953628,Japan,Sertraline,50mg daily,Placebo,511,498,binary,334,201,,,,,,,,24,39.1,11.0,38,77,Moderate-severe,Diabetes,low,low,low,low,unclear,low,high,high,no,yes,Psychiatry,Major depression,SSRI,Response rate
CMETA016,RCT172,Lee,2016,NEJM,30452347,Belgium,Sertraline,50mg daily,Placebo,667,159,binary,371,55,,,,,,,,12,45.8,13.9,50,81,Mild,Diabetes+HTN,low,low,low,low,low,low,low,low,no,yes,Psychiatry,Major depression,SSRI,Response rate
CMETA016,RCT173,Smith,2019,Pain,29758753,China,Sertraline,50mg daily,Placebo,163,560,binary,54,141,,,,,,,,24,41.9,12.0,48,62,Mild,COPD,low,low,low,low,low,low,low,low,no,yes,Psychiatry,Major depression,SSRI,Response rate
